https://thegraph.com/explorer/subgraphs/J55C6VRkMbVH6foEDR1qHtcRArMCqpCneEwLdfuGu2En?view=Query&chain=arbitrum-one,test-subgraph,514.2K,205.4K GRT,J55C6VRkMbVH6foEDR1qHtcRArMCqpCneEwLdfuGu2En
https://thegraph.com/explorer/subgraphs/8SxuHUYYBLHs1UkgFFYNaS7MgrEiAMbDyt5YzwZsSa6R?view=Query&chain=arbitrum-one,premia-blue,514.2K,205.4K GRT,8SxuHUYYBLHs1UkgFFYNaS7MgrEiAMbDyt5YzwZsSa6R
https://thegraph.com/explorer/subgraphs/7ruo9nxQ3LUqnKkbLgmETDQ27j6A2DFx5L5eV6MS2TAz?view=Query&chain=arbitrum-one,AirSwap,976,58.7K GRT,7ruo9nxQ3LUqnKkbLgmETDQ27j6A2DFx5L5eV6MS2TAz
